transaction_id,amount,location,location_match,previous_fraud,payment_method,device_type,transactions_last_1h,transactions_last_24h,transaction_hour,merchant_category,account_age_days,is_international,is_fraud
TXN00000755,281.54,Kolkata,True,0,card,desktop,0,8,3,Entertainment,356,0,0
TXN00000756,14475.78,Ahmedabad,True,0,netbanking,mobile,1,7,9,Grocery,309,0,0
TXN00000757,1376.45,Chennai,True,0,upi,mobile,0,9,3,Food,126,0,0
TXN00000758,980.37,Kolkata,True,0,upi,mobile,7,7,8,Entertainment,96,0,0
TXN00000759,311.19,Kolkata,True,0,netbanking,tablet,0,11,9,Travel,1293,1,0
TXN00000760,1728.4,Delhi,True,0,upi,desktop,2,6,23,Travel,189,0,0
TXN00000761,424.71,Hyderabad,True,0,upi,mobile,1,7,2,Electronics,1447,0,0
TXN00000762,914.91,Mumbai,True,0,card,mobile,0,5,18,Food,380,0,0
TXN00000763,13369.15,Kolkata,True,0,card,mobile,4,5,10,Entertainment,1034,0,0
TXN00000764,719.78,Ahmedabad,True,0,card,tablet,5,3,22,Utilities,122,0,0
TXN00000765,2832.21,Delhi,True,0,card,mobile,1,10,1,Food,949,0,0
TXN00000766,369.12,Kolkata,True,0,upi,desktop,2,9,5,Entertainment,1898,0,0
TXN00000767,769.8,Hyderabad,True,0,upi,mobile,2,6,11,Utilities,1443,0,0
TXN00000768,5611.05,Mumbai,True,0,upi,mobile,1,8,20,Food,820,0,0
TXN00000769,401.4,Delhi,True,0,netbanking,desktop,0,9,5,Electronics,1935,0,0
TXN00000770,5874.08,Kolkata,True,0,netbanking,desktop,1,9,13,Food,1153,0,0
TXN00000771,1742.61,Kolkata,True,0,upi,mobile,5,6,16,Food,578,0,0
TXN00000772,430.91,Hyderabad,True,0,upi,mobile,1,6,1,Utilities,372,0,0
TXN00000773,1604.01,Hyderabad,True,0,upi,mobile,1,8,22,Entertainment,1553,0,0
TXN00000774,2331.86,Ahmedabad,True,0,upi,desktop,0,4,0,Utilities,505,0,0
TXN00000775,1585.42,Delhi,True,0,upi,mobile,2,11,7,Entertainment,58,0,0
TXN00000776,142.22,Pune,True,0,card,mobile,3,10,18,Grocery,13,0,0
TXN00000777,359.52,Bangalore,True,0,wallet,mobile,1,12,18,Food,1393,0,0
TXN00000778,609.32,Ahmedabad,True,0,upi,desktop,2,2,9,Electronics,76,1,0
TXN00000779,737.11,Chennai,True,0,upi,desktop,2,3,3,Grocery,721,0,0
TXN00000780,1583.43,Bangalore,True,0,upi,mobile,1,8,20,Grocery,196,0,0
TXN00000781,972.71,Kolkata,True,0,upi,tablet,0,2,2,Grocery,1290,0,0
TXN00000782,184.15,Chennai,True,0,upi,mobile,2,9,17,Entertainment,1234,0,0
TXN00000783,1215.4,Chennai,True,0,netbanking,mobile,1,9,9,Food,1407,0,0
TXN00000784,1565.96,Chennai,True,0,upi,desktop,0,6,16,Grocery,441,0,0
TXN00000785,1480.86,Pune,True,0,wallet,mobile,1,7,17,Travel,367,0,0
TXN00000786,2626.67,Hyderabad,True,0,card,tablet,2,12,10,Grocery,975,0,0
TXN00000787,2002.05,Mumbai,True,1,card,mobile,2,7,23,Food,314,0,1
TXN00000788,1325.72,Pune,True,0,upi,mobile,1,12,10,Electronics,1237,0,0
TXN00000789,740.58,Hyderabad,True,0,card,mobile,2,7,23,Food,1106,0,0
TXN00000790,128.71,Kolkata,True,0,card,mobile,2,8,17,Grocery,861,0,0
TXN00000791,1283.3,Ahmedabad,True,1,upi,mobile,4,9,20,Electronics,1163,0,1
TXN00000792,1005.33,Kolkata,True,0,upi,mobile,1,9,2,Grocery,1383,0,0
TXN00000793,1078.52,Delhi,True,0,wallet,mobile,1,8,20,Utilities,1784,0,0
TXN00000794,196.41,Delhi,True,0,upi,desktop,0,9,6,Entertainment,1120,0,0
TXN00000795,243.58,Chennai,True,0,upi,mobile,3,11,19,Utilities,1012,0,0
TXN00000796,2548.04,Hyderabad,True,0,upi,desktop,3,9,15,Electronics,1392,0,0
TXN00000797,765.94,Chennai,True,0,upi,mobile,0,6,10,Travel,1468,0,0
TXN00000798,1693.01,Delhi,True,0,upi,mobile,0,7,8,Fashion,518,0,0
TXN00000799,825.31,Bangalore,True,0,upi,mobile,2,7,18,Travel,1451,0,0
TXN00000800,826.62,Kolkata,True,0,card,mobile,0,7,19,Fashion,200,0,0
TXN00000801,2245.59,Pune,True,0,upi,desktop,1,7,8,Travel,197,0,0
TXN00000802,453.49,Bangalore,True,0,netbanking,tablet,0,15,18,Electronics,1805,0,0
TXN00000803,889.22,Ahmedabad,True,0,card,mobile,4,7,12,Utilities,1030,0,0
TXN00000804,481.12,Hyderabad,True,0,upi,mobile,0,10,11,Grocery,593,0,0
TXN00000805,496.04,Pune,True,0,card,mobile,2,8,0,Electronics,1613,0,0
TXN00000806,569.37,Delhi,True,0,card,tablet,1,5,12,Fashion,848,0,0
TXN00000807,1021.43,Pune,True,0,card,desktop,6,3,3,Grocery,1096,0,1
TXN00000808,472.48,Ahmedabad,False,0,card,mobile,1,6,23,Utilities,1933,0,1
TXN00000809,3184.16,Pune,False,0,card,mobile,3,10,13,Entertainment,1536,0,0
TXN00000810,299.03,Delhi,True,0,upi,mobile,2,13,9,Food,655,0,0
TXN00000811,651.35,Chennai,True,0,card,desktop,2,11,7,Entertainment,1224,0,0
TXN00000812,493.2,Mumbai,True,0,upi,desktop,1,6,17,Food,1365,0,0
TXN00000813,3929.58,Delhi,True,0,card,tablet,3,7,4,Grocery,212,0,0
TXN00000814,993.09,Bangalore,True,0,upi,mobile,0,3,19,Entertainment,430,0,0
TXN00000815,2489.01,Chennai,True,0,netbanking,desktop,0,10,11,Electronics,180,0,0
TXN00000816,156.1,Kolkata,True,0,card,mobile,0,6,0,Travel,761,0,0
TXN00000817,1073.16,Mumbai,True,0,card,mobile,1,4,22,Fashion,1989,0,0
TXN00000818,2128.57,Bangalore,True,0,netbanking,mobile,1,14,9,Food,302,0,0
TXN00000819,875.79,Ahmedabad,True,0,netbanking,desktop,4,7,12,Food,1741,0,0
TXN00000820,2582.83,Ahmedabad,True,0,card,mobile,1,7,13,Electronics,224,0,0
TXN00000821,452.87,Hyderabad,True,0,upi,mobile,1,5,4,Electronics,1846,0,0
TXN00000822,3770.24,Bangalore,True,0,netbanking,desktop,1,8,12,Electronics,1344,0,0
TXN00000823,10030.64,Ahmedabad,False,0,card,tablet,0,11,9,Food,1741,0,1
TXN00000824,536.73,Ahmedabad,True,0,card,mobile,1,13,5,Food,466,0,0
TXN00000825,490.08,Chennai,True,0,wallet,desktop,2,2,18,Entertainment,1637,0,0
TXN00000826,3957.37,Kolkata,True,0,upi,desktop,4,10,3,Electronics,172,1,0
TXN00000827,4546.63,Kolkata,True,0,upi,mobile,1,6,3,Electronics,1906,0,0
TXN00000828,450.1,Ahmedabad,True,0,card,mobile,2,9,8,Electronics,275,0,0
TXN00000829,503.91,Chennai,True,0,netbanking,tablet,5,9,22,Grocery,610,0,0
TXN00000830,586.78,Kolkata,True,0,upi,tablet,3,9,18,Electronics,1218,1,0
TXN00000831,182.31,Chennai,True,0,card,mobile,2,13,23,Fashion,1868,1,0
TXN00000832,291.22,Kolkata,False,0,card,mobile,2,9,23,Utilities,1987,0,0
TXN00000833,265.09,Pune,True,0,card,desktop,0,3,10,Electronics,854,0,0
TXN00000834,343.79,Ahmedabad,True,0,netbanking,desktop,5,5,20,Electronics,1063,0,0
TXN00000835,770.05,Chennai,True,0,upi,mobile,1,4,17,Grocery,1143,0,0
TXN00000836,1035.09,Chennai,True,0,card,mobile,0,12,0,Grocery,102,0,0
TXN00000837,4403.53,Hyderabad,True,0,netbanking,tablet,1,6,12,Food,326,0,0
TXN00000838,266.78,Kolkata,True,0,upi,mobile,2,7,13,Fashion,1572,0,0
TXN00000839,2362.24,Mumbai,True,0,upi,mobile,1,4,19,Travel,1766,0,0
TXN00000840,632.21,Bangalore,True,0,upi,mobile,5,7,19,Entertainment,1034,0,0
TXN00000841,757.63,Hyderabad,True,0,netbanking,mobile,1,9,23,Entertainment,712,0,0
TXN00000842,1680.61,Ahmedabad,True,0,upi,mobile,2,13,7,Food,1940,0,0
TXN00000843,232.67,Kolkata,True,0,upi,mobile,3,7,15,Food,1415,0,0
TXN00000844,1218.36,Bangalore,True,0,upi,mobile,1,10,5,Food,16,0,1
TXN00000845,960.75,Pune,True,0,card,desktop,1,4,20,Electronics,1389,0,0
TXN00000846,1375.14,Pune,True,0,card,mobile,2,11,20,Food,1821,0,0
TXN00000847,1099.6,Mumbai,True,0,netbanking,mobile,2,6,22,Fashion,1190,0,0
TXN00000848,11913.67,Ahmedabad,True,0,upi,mobile,2,4,1,Electronics,490,1,1
TXN00000849,396.67,Ahmedabad,True,0,card,mobile,0,12,10,Fashion,1392,0,0
TXN00000850,446.09,Delhi,True,0,card,mobile,2,8,12,Electronics,655,0,0
TXN00000851,403.09,Chennai,True,0,upi,desktop,1,9,15,Fashion,1812,0,0
TXN00000852,434.24,Kolkata,True,0,upi,mobile,1,9,7,Fashion,1984,0,0
TXN00000853,396.82,Delhi,True,0,netbanking,mobile,1,9,9,Travel,1614,0,0
TXN00000854,2958.77,Pune,True,0,card,desktop,1,8,18,Entertainment,1108,0,0
TXN00000855,3816.8,Hyderabad,True,0,card,mobile,0,6,4,Travel,1118,0,0
TXN00000856,427.0,Mumbai,True,0,upi,mobile,1,7,6,Utilities,588,0,0
TXN00000857,320.22,Kolkata,True,0,netbanking,desktop,0,8,23,Grocery,905,0,0
TXN00000858,1343.68,Bangalore,True,0,card,desktop,3,10,20,Entertainment,1530,0,0
TXN00000859,435.79,Bangalore,True,0,netbanking,desktop,0,9,4,Fashion,951,0,0
TXN00000860,1604.93,Hyderabad,True,0,wallet,mobile,2,7,22,Fashion,1405,0,0
TXN00000861,1000.07,Delhi,True,0,wallet,tablet,3,10,3,Food,180,0,0
TXN00000862,151.0,Pune,True,0,netbanking,desktop,3,8,7,Grocery,1913,0,0
TXN00000863,4389.05,Pune,True,0,upi,mobile,4,4,16,Travel,1074,0,0
TXN00000864,5767.98,Mumbai,True,0,netbanking,mobile,1,8,21,Utilities,1028,0,0
TXN00000865,407.71,Kolkata,True,0,upi,mobile,3,7,5,Entertainment,1742,0,0
TXN00000866,522.25,Pune,True,0,netbanking,mobile,1,8,13,Electronics,1877,0,0
TXN00000867,1095.61,Kolkata,False,0,upi,mobile,4,8,23,Food,1698,0,0
TXN00000868,1155.76,Delhi,True,0,card,mobile,1,8,23,Fashion,283,1,0
TXN00000869,1650.79,Delhi,True,0,upi,mobile,0,8,10,Travel,935,0,0
TXN00000870,7301.51,Ahmedabad,True,0,netbanking,mobile,0,10,23,Utilities,1548,1,0
TXN00000871,658.5,Hyderabad,True,0,upi,mobile,0,10,23,Entertainment,158,0,0
TXN00000872,332.45,Kolkata,True,0,upi,mobile,1,6,8,Electronics,1661,0,0
TXN00000873,175.45,Mumbai,True,0,netbanking,mobile,2,8,16,Entertainment,1382,0,0
TXN00000874,358.02,Mumbai,True,0,card,desktop,1,6,9,Grocery,1305,1,0
TXN00000875,771.37,Pune,True,0,upi,mobile,0,7,4,Entertainment,887,1,0
TXN00000876,5759.61,Chennai,True,0,upi,mobile,2,8,0,Utilities,1995,0,0
TXN00000877,452.7,Bangalore,False,0,upi,mobile,2,6,4,Travel,1545,0,0
TXN00000878,1023.29,Mumbai,True,0,card,desktop,1,13,13,Electronics,1191,0,0
TXN00000879,785.68,Pune,True,0,wallet,mobile,2,14,23,Utilities,1644,0,0
TXN00000880,2956.75,Kolkata,True,0,card,desktop,1,12,1,Grocery,426,0,0
TXN00000881,12890.39,Bangalore,True,0,upi,mobile,1,5,23,Utilities,83,0,0
TXN00000882,446.15,Pune,True,0,upi,mobile,3,12,22,Electronics,1760,0,0
TXN00000883,466.95,Hyderabad,True,0,wallet,mobile,2,2,4,Entertainment,631,0,0
TXN00000884,2522.96,Mumbai,True,0,upi,mobile,2,8,15,Utilities,1344,0,0
TXN00000885,1693.74,Pune,True,0,card,mobile,1,10,4,Electronics,653,0,0
TXN00000886,6099.67,Kolkata,True,0,upi,desktop,2,14,7,Food,1225,0,0
TXN00000887,1520.71,Hyderabad,True,0,netbanking,mobile,1,11,6,Grocery,1848,0,0
TXN00000888,538.82,Pune,True,0,netbanking,mobile,1,5,20,Entertainment,1787,0,0
TXN00000889,1532.0,Delhi,True,0,upi,desktop,2,12,11,Food,412,0,0
TXN00000890,2708.6,Pune,True,0,card,mobile,1,8,15,Electronics,1314,0,0
TXN00000891,1972.67,Kolkata,True,0,card,mobile,2,5,2,Fashion,517,1,0
TXN00000892,1397.74,Delhi,True,0,upi,mobile,1,6,7,Grocery,1844,0,0
TXN00000893,2586.22,Mumbai,True,0,upi,mobile,2,6,3,Electronics,1646,0,0
TXN00000894,2895.28,Pune,True,0,card,mobile,0,7,7,Travel,491,0,0
TXN00000895,3659.15,Ahmedabad,True,0,upi,mobile,0,5,14,Electronics,271,0,0
TXN00000896,1633.03,Ahmedabad,True,0,netbanking,mobile,1,5,17,Grocery,553,0,0
TXN00000897,665.66,Kolkata,True,0,upi,tablet,2,9,11,Food,890,0,0
TXN00000898,940.11,Hyderabad,True,0,upi,tablet,0,16,19,Entertainment,1739,0,0
TXN00000899,3016.26,Mumbai,True,0,upi,mobile,2,6,15,Utilities,1197,0,0
TXN00000900,325.7,Mumbai,True,0,upi,mobile,4,9,1,Grocery,60,0,0
TXN00000901,1200.09,Chennai,True,0,card,mobile,1,11,1,Food,1774,0,0
TXN00000902,519.02,Delhi,True,0,upi,mobile,1,16,23,Grocery,1475,0,0
TXN00000903,825.7,Mumbai,True,0,card,desktop,4,10,22,Grocery,566,0,0
TXN00000904,3264.65,Ahmedabad,True,0,wallet,mobile,4,8,5,Utilities,1860,0,0
TXN00000905,987.15,Pune,True,0,netbanking,desktop,1,8,4,Electronics,565,0,0
TXN00000906,841.93,Pune,True,0,upi,mobile,1,7,6,Electronics,1610,0,0
TXN00000907,179.25,Ahmedabad,True,0,wallet,mobile,0,10,19,Grocery,1091,0,0
TXN00000908,1818.0,Delhi,True,0,upi,mobile,2,10,4,Grocery,1863,0,0
TXN00000909,1627.25,Pune,True,0,card,desktop,1,9,9,Utilities,78,0,0
TXN00000910,8640.29,Kolkata,True,0,upi,tablet,0,7,4,Travel,1362,0,0
TXN00000911,570.24,Chennai,True,0,upi,mobile,2,6,12,Food,251,0,0
TXN00000912,1018.08,Delhi,True,0,netbanking,mobile,1,4,22,Fashion,1994,0,0
TXN00000913,1052.51,Bangalore,True,0,upi,tablet,0,15,13,Food,785,0,0
TXN00000914,4536.04,Delhi,True,1,card,mobile,0,6,0,Grocery,433,0,0
TXN00000915,720.39,Hyderabad,False,0,upi,mobile,3,13,3,Entertainment,1734,0,1
TXN00000916,1087.39,Hyderabad,True,0,netbanking,mobile,1,6,22,Food,1538,0,0
TXN00000917,1561.34,Chennai,True,0,netbanking,mobile,4,9,11,Travel,1142,0,0
TXN00000918,982.29,Pune,True,0,upi,mobile,1,4,20,Grocery,1896,1,0
TXN00000919,489.57,Ahmedabad,True,0,card,mobile,3,12,1,Grocery,1464,0,0
TXN00000920,990.4,Bangalore,True,0,card,mobile,1,9,8,Utilities,353,0,0
TXN00000921,2606.09,Hyderabad,False,0,card,mobile,1,9,17,Entertainment,1916,0,0
TXN00000922,258.64,Hyderabad,True,0,card,mobile,0,6,11,Entertainment,1727,1,0
TXN00000923,926.0,Hyderabad,True,0,card,mobile,1,9,2,Food,1501,0,0
TXN00000924,370.36,Pune,True,0,upi,desktop,2,7,10,Electronics,1409,0,0
TXN00000925,2978.46,Mumbai,True,0,card,tablet,1,9,7,Grocery,396,0,0
TXN00000926,149.77,Mumbai,True,0,card,mobile,2,8,9,Electronics,386,0,0
TXN00000927,432.59,Chennai,True,0,upi,mobile,0,4,12,Electronics,1024,0,0
TXN00000928,1211.42,Mumbai,True,0,netbanking,mobile,2,7,16,Utilities,765,0,0
TXN00000929,4476.91,Chennai,True,0,upi,mobile,4,8,18,Entertainment,821,0,0
TXN00000930,744.18,Pune,True,0,upi,desktop,1,7,12,Food,1551,0,0
TXN00000931,434.37,Kolkata,True,0,upi,mobile,1,9,13,Travel,254,0,0
TXN00000932,6335.25,Mumbai,True,0,upi,mobile,1,4,2,Fashion,932,0,0
TXN00000933,162.68,Kolkata,True,0,upi,mobile,3,13,9,Fashion,427,0,0
TXN00000934,71.23,Chennai,True,0,wallet,mobile,1,10,2,Entertainment,171,0,0
TXN00000935,1298.06,Delhi,True,0,upi,mobile,3,6,14,Food,1208,0,0
TXN00000936,460.52,Pune,True,0,card,desktop,1,5,9,Grocery,338,0,0
TXN00000937,260.15,Pune,True,0,upi,tablet,1,9,0,Fashion,315,0,0
TXN00000938,1743.77,Bangalore,True,0,card,mobile,1,7,5,Food,712,0,0
TXN00000939,1046.07,Hyderabad,True,0,wallet,mobile,0,4,19,Fashion,1467,0,0
TXN00000940,430.15,Bangalore,True,0,upi,mobile,1,12,9,Food,285,0,0
TXN00000941,195.64,Kolkata,True,0,netbanking,mobile,2,7,18,Grocery,1608,0,0
TXN00000942,2088.74,Mumbai,True,0,wallet,mobile,1,12,15,Fashion,895,0,0
TXN00000943,1635.71,Pune,True,0,card,desktop,3,8,20,Electronics,715,0,0
TXN00000944,717.32,Ahmedabad,True,0,upi,mobile,3,8,10,Electronics,1028,1,0
TXN00000945,6099.2,Kolkata,False,0,card,mobile,1,6,22,Fashion,408,0,0
TXN00000946,246.54,Chennai,True,0,netbanking,mobile,0,11,0,Utilities,1695,0,0
TXN00000947,149.39,Pune,True,0,upi,mobile,2,8,18,Food,1095,0,0
TXN00000948,373.72,Mumbai,True,0,card,desktop,1,5,18,Travel,13,0,0
TXN00000949,760.87,Chennai,True,0,upi,mobile,1,9,1,Utilities,421,0,0
TXN00000950,1045.54,Hyderabad,True,0,upi,desktop,0,6,16,Food,1652,0,0
TXN00000951,613.54,Bangalore,True,0,netbanking,mobile,1,7,20,Fashion,216,1,0
TXN00000952,1178.35,Hyderabad,True,0,upi,mobile,2,5,18,Utilities,619,0,0
TXN00000953,201.93,Ahmedabad,True,0,upi,mobile,4,10,23,Grocery,1427,0,0
TXN00000954,3915.71,Ahmedabad,True,0,card,mobile,3,7,2,Travel,708,0,0
TXN00000955,730.88,Mumbai,True,0,upi,mobile,2,7,7,Entertainment,1305,0,0
TXN00000956,2734.32,Bangalore,True,0,upi,mobile,1,5,11,Grocery,1690,0,0
TXN00000957,1166.32,Bangalore,True,0,card,mobile,2,9,5,Entertainment,1591,0,0
TXN00000958,1322.18,Hyderabad,True,0,upi,mobile,1,10,6,Fashion,807,0,0
TXN00000959,1497.21,Ahmedabad,True,0,upi,mobile,1,8,22,Electronics,1962,0,0
TXN00000960,1309.09,Hyderabad,True,0,upi,desktop,1,11,16,Food,196,0,0
TXN00000961,1622.31,Pune,True,0,card,tablet,0,10,23,Entertainment,212,0,0
TXN00000962,3451.9,Kolkata,True,0,netbanking,mobile,1,11,15,Fashion,1734,0,0
TXN00000963,993.05,Ahmedabad,True,0,netbanking,tablet,0,11,4,Entertainment,1940,0,0
TXN00000964,1745.01,Pune,True,1,upi,desktop,4,9,15,Electronics,17,0,0
TXN00000965,724.8,Hyderabad,False,0,card,mobile,1,4,5,Travel,395,0,1
TXN00000966,3900.03,Chennai,True,0,netbanking,mobile,2,10,14,Electronics,348,0,0
TXN00000967,380.16,Ahmedabad,True,0,upi,mobile,1,6,3,Entertainment,1142,1,0
TXN00000968,5800.19,Ahmedabad,True,0,wallet,mobile,1,6,15,Entertainment,1811,1,0
TXN00000969,765.43,Mumbai,True,0,wallet,mobile,0,6,13,Food,1000,0,0
TXN00000970,165.8,Hyderabad,True,0,upi,mobile,1,7,0,Food,886,0,0
TXN00000971,921.06,Chennai,True,0,upi,mobile,2,7,11,Food,630,0,0
TXN00000972,378.21,Kolkata,False,0,upi,desktop,1,9,12,Travel,963,0,0
TXN00000973,2016.91,Pune,True,0,upi,mobile,1,10,13,Entertainment,1027,0,0
TXN00000974,390.23,Bangalore,True,0,wallet,desktop,4,6,18,Food,508,0,0
TXN00000975,489.71,Chennai,True,0,wallet,tablet,1,15,10,Fashion,1676,1,0
TXN00000976,100.09,Mumbai,True,0,upi,desktop,0,10,15,Fashion,1426,0,0
TXN00000977,486.42,Pune,True,0,card,mobile,1,7,21,Fashion,394,0,0
TXN00000978,55.61,Mumbai,True,0,card,mobile,0,6,16,Travel,1485,0,0
TXN00000979,140.09,Mumbai,True,0,upi,mobile,1,7,7,Entertainment,145,0,0
TXN00000980,1846.54,Bangalore,True,0,card,tablet,2,7,9,Fashion,874,0,0
TXN00000981,1898.83,Chennai,True,0,wallet,desktop,1,6,6,Food,1209,0,0
TXN00000982,1277.44,Pune,True,0,upi,mobile,2,6,10,Utilities,1615,0,0
TXN00000983,276.15,Hyderabad,True,0,upi,mobile,1,4,20,Fashion,1006,0,0
TXN00000984,759.1,Mumbai,True,0,upi,desktop,2,7,8,Entertainment,678,0,0
TXN00000985,796.84,Mumbai,True,0,upi,desktop,2,10,14,Food,1752,0,0
TXN00000986,223.72,Bangalore,True,0,upi,tablet,0,9,8,Utilities,1553,0,0
TXN00000987,4181.18,Chennai,True,0,upi,mobile,4,13,23,Utilities,1416,0,0
TXN00000988,2100.04,Pune,False,0,card,mobile,1,11,7,Entertainment,1883,0,0
TXN00000989,627.38,Chennai,True,0,netbanking,mobile,1,6,3,Entertainment,673,0,0
TXN00000990,824.01,Mumbai,True,0,upi,tablet,3,8,14,Utilities,1211,0,0
TXN00000991,1006.1,Mumbai,True,0,upi,mobile,1,8,14,Food,203,0,0
TXN00000992,84.67,Delhi,False,0,netbanking,mobile,2,4,5,Fashion,1327,0,0
TXN00000993,609.55,Delhi,True,0,netbanking,mobile,2,10,19,Grocery,1051,0,0
TXN00000994,377.82,Mumbai,True,0,upi,desktop,1,9,6,Food,778,0,0
TXN00000995,265.82,Chennai,True,0,upi,mobile,4,3,17,Entertainment,88,0,0
TXN00000996,587.22,Kolkata,True,0,netbanking,mobile,0,6,9,Grocery,1514,1,0
TXN00000997,5779.47,Ahmedabad,True,0,upi,desktop,1,7,11,Grocery,1529,0,0
TXN00000998,1618.96,Chennai,True,0,upi,desktop,0,12,13,Electronics,1099,1,0
TXN00000999,426.8,Chennai,True,0,upi,mobile,1,8,20,Electronics,1037,0,0
TXN00001000,1501.85,Bangalore,True,0,upi,desktop,0,8,18,Food,237,0,0
TXN00001001,3729.03,Hyderabad,True,0,upi,mobile,2,8,3,Fashion,216,0,0
TXN00001002,2212.12,Delhi,True,0,upi,tablet,0,9,15,Fashion,888,0,0
TXN00001003,854.23,Delhi,True,0,netbanking,tablet,2,10,12,Electronics,713,0,0
TXN00001004,392.67,Ahmedabad,True,0,netbanking,mobile,3,10,13,Utilities,856,0,0
TXN00001005,1724.44,Kolkata,True,0,wallet,tablet,2,8,20,Food,196,0,0
TXN00001006,1233.3,Pune,True,0,upi,mobile,0,9,14,Utilities,362,0,0
TXN00001007,2141.63,Hyderabad,True,0,upi,desktop,1,9,2,Travel,545,0,0
TXN00001008,1608.89,Delhi,True,0,netbanking,mobile,2,10,3,Entertainment,1506,1,0
TXN00001009,2537.97,Hyderabad,True,0,card,mobile,0,4,10,Food,1799,0,0
TXN00001010,444.01,Hyderabad,True,0,upi,desktop,1,14,14,Fashion,376,0,0
TXN00001011,3407.54,Pune,True,0,upi,desktop,0,7,13,Fashion,1278,0,0
TXN00001012,994.23,Mumbai,True,0,upi,mobile,3,9,13,Grocery,1392,0,0
TXN00001013,7843.17,Ahmedabad,True,0,upi,mobile,0,7,0,Entertainment,1570,0,0
TXN00001014,374.84,Kolkata,True,0,upi,mobile,2,7,15,Entertainment,1237,0,0
TXN00001015,5400.1,Mumbai,True,0,wallet,desktop,1,6,18,Grocery,1756,0,0
TXN00001016,994.57,Delhi,True,0,upi,mobile,1,10,1,Entertainment,1805,0,0
TXN00001017,390.74,Ahmedabad,True,0,wallet,mobile,0,2,9,Entertainment,941,0,0
TXN00001018,469.81,Pune,True,0,netbanking,desktop,0,8,23,Grocery,501,0,0
TXN00001019,562.41,Delhi,True,0,upi,tablet,0,14,15,Entertainment,167,0,0
TXN00001020,1275.63,Delhi,True,0,card,mobile,0,4,14,Electronics,768,0,0
TXN00001021,1421.87,Chennai,True,0,card,desktop,1,6,22,Electronics,1655,1,0
TXN00001022,425.62,Mumbai,True,0,upi,mobile,2,9,19,Utilities,85,0,0
TXN00001023,778.85,Pune,False,0,upi,mobile,1,7,3,Grocery,22,0,0
TXN00001024,8443.14,Ahmedabad,True,0,card,desktop,2,10,6,Entertainment,1335,0,0
TXN00001025,5350.31,Hyderabad,True,0,card,desktop,0,2,23,Travel,861,0,0
TXN00001026,1292.8,Mumbai,True,0,card,mobile,2,12,10,Travel,1177,0,0
TXN00001027,834.15,Delhi,True,0,card,mobile,5,8,14,Entertainment,137,0,0
TXN00001028,912.92,Delhi,True,0,upi,desktop,4,7,15,Utilities,283,0,0
TXN00001029,1571.02,Bangalore,True,0,card,mobile,2,8,8,Grocery,1084,0,0
TXN00001030,259.7,Pune,True,0,upi,mobile,2,6,4,Entertainment,1342,0,0
TXN00001031,602.75,Hyderabad,True,0,card,mobile,2,9,5,Utilities,372,0,0
TXN00001032,127.63,Hyderabad,True,0,netbanking,mobile,1,7,20,Entertainment,1118,0,0
TXN00001033,1241.1,Delhi,True,0,card,mobile,1,8,8,Food,587,0,0
TXN00001034,1630.31,Ahmedabad,False,0,card,mobile,0,8,7,Electronics,1045,0,0
TXN00001035,470.18,Kolkata,True,0,card,mobile,2,9,15,Electronics,575,0,0
TXN00001036,4518.78,Bangalore,True,0,card,mobile,2,14,19,Travel,1524,0,0
TXN00001037,207.74,Bangalore,True,0,card,mobile,1,7,5,Grocery,1439,1,1
TXN00001038,159.78,Pune,True,0,upi,desktop,1,12,4,Grocery,782,0,0
TXN00001039,1024.04,Kolkata,True,0,wallet,desktop,3,5,17,Utilities,452,0,0
TXN00001040,2531.13,Kolkata,True,0,upi,mobile,1,9,11,Grocery,944,1,0
TXN00001041,5099.68,Ahmedabad,True,0,upi,tablet,3,2,10,Fashion,1512,0,0
TXN00001042,482.91,Delhi,True,0,upi,desktop,3,8,15,Grocery,600,0,0
TXN00001043,2620.61,Ahmedabad,True,0,upi,mobile,2,9,15,Travel,1519,0,0
TXN00001044,766.82,Delhi,True,0,netbanking,mobile,2,5,11,Travel,69,0,0
TXN00001045,661.64,Kolkata,True,0,upi,mobile,2,3,3,Entertainment,1820,0,0
TXN00001046,2114.64,Ahmedabad,True,0,netbanking,tablet,1,11,14,Food,1292,0,0
TXN00001047,1639.53,Delhi,True,1,upi,mobile,3,10,22,Travel,129,0,0
TXN00001048,141.26,Pune,True,0,upi,desktop,0,10,21,Travel,1022,1,0
TXN00001049,4059.46,Hyderabad,True,0,upi,mobile,2,10,0,Utilities,918,0,0
TXN00001050,3650.84,Mumbai,True,0,card,tablet,1,11,2,Food,423,0,0
TXN00001051,402.02,Bangalore,False,0,netbanking,mobile,1,6,5,Entertainment,1955,0,0
TXN00001052,1236.45,Hyderabad,True,0,card,mobile,0,7,18,Grocery,1891,0,0
TXN00001053,1377.53,Mumbai,True,0,upi,desktop,3,9,5,Travel,1667,0,0
TXN00001054,1065.66,Ahmedabad,False,0,wallet,mobile,2,10,8,Utilities,1067,0,0
TXN00001055,436.71,Kolkata,True,0,upi,mobile,1,6,5,Entertainment,1262,0,0
TXN00001056,382.15,Ahmedabad,True,0,card,mobile,0,11,18,Food,265,0,0
TXN00001057,777.83,Kolkata,True,0,upi,mobile,4,5,6,Utilities,1580,0,0
TXN00001058,2906.23,Ahmedabad,True,0,upi,mobile,2,11,20,Electronics,649,0,0
